,y_obs
342,5.519044267401849e-13
343,5.32122479950991e-13
344,5.132116473113072e-13
345,4.951364052730548e-13
346,4.778535316910781e-13
347,4.613260693496607e-13
348,4.4552765436729273e-13
349,4.3042746176761377e-13
350,4.159855293710081e-13
351,4.0217310481755347e-13
352,3.889690985399828e-13
353,3.7635139389682436e-13
354,3.64279669948674e-13
355,3.5273211900017954e-13
356,3.416908637826651e-13
357,3.3113504470034167e-13
358,3.2103689188780903e-13
359,3.1138352801565605e-13
360,3.021485401517114e-13
361,2.9331217637398045e-13
362,2.8485908219367816e-13
363,2.7678061834501523e-13
364,2.690635965493974e-13
365,2.6167655468008413e-13
366,2.5460134286609195e-13
367,2.4783023277745493e-13
368,2.4136153784553655e-13
369,2.3518537745946745e-13
370,2.2926938960470376e-13
371,2.2359969465164918e-13
372,2.181767836341125e-13
373,2.129999731577802e-13
374,2.0806019972210552e-13
375,-5.6768200496149506e-11
376,-5.7625613336431803e-11
377,-5.588074153855321e-11
378,-5.405139842669239e-11
379,-5.21599046813529e-11
380,-5.021008972900385e-11
381,-4.8207084977312476e-11
382,-4.615765516324136e-11
383,-4.406839435808103e-11
384,-4.194639950129689e-11
385,-3.9804411341220237e-11
386,-3.765145293016644e-11
387,-3.54993389469782e-11
388,-3.336004732339472e-11
389,-3.1245847524510795e-11
390,-2.9168830376515526e-11
391,-2.714028880577805e-11
392,-2.5171338479548686e-11
393,-2.3272079611831626e-11
394,-2.1451091956839462e-11
395,-1.9712999672685632e-11
396,-1.8066237989124134e-11
397,-1.651187333073627e-11
398,-1.5053493328515907e-11
399,-1.3691370838389139e-11
400,-1.242490156548322e-11
401,-1.1252225188732123e-11
402,-1.017058822999713e-11
403,-9.176573099930323e-12
404,-8.265785326861606e-12
405,-7.434258768617314e-12
406,-6.6764375647728116e-12
407,-5.9878243624331405e-12
408,-5.364208399636615e-12
409,-4.798939405241357e-12
410,-4.289398083061847e-12
411,-3.8293110097496315e-12
412,-3.4152064071906906e-12
413,-3.042889431512263e-12
414,-2.7084733089535705e-12
415,-2.408428132991417e-12
416,-2.1394797107684532e-12
417,-1.8986077174781777e-12
418,-1.6830298698152053e-12
419,-1.4902667474205966e-12
420,-1.3179035273344296e-12
421,-1.1640259706470407e-12
422,-1.0264793407885954e-12
423,-9.038563934537424e-13
424,-7.943136412774964e-13
425,-6.967381781248796e-13
426,-6.096051052827315e-13
427,-5.320490284422401e-13
428,-4.628317256875902e-13
429,-4.012439325214687e-13
430,-3.4630904412526865e-13
431,-2.974243812738336e-13
432,-2.5387707341342493e-13
433,-2.1504596799244783e-13
434,-1.8061669949526842e-13
435,-1.4975493277439392e-13
436,-1.225522978753892e-13
437,-9.800183040181253e-14
438,-7.656691257661033e-14
439,-5.708464205496868e-14
440,-4.0103173471770316e-14
441,-2.4602614882272866e-14
442,-1.123267002021442e-14
443,1.0864801719257604e-15
444,1.1645635891856014e-14
445,2.1299456261912705e-14
446,2.9892220325268875e-14
447,3.745478792419399e-14
448,4.420945582261099e-14
449,5.0209300609325334e-14
450,5.554718169590338e-14
451,6.027882157846113e-14
452,6.451326355303839e-14
453,6.825344310718154e-14
454,7.161456475701053e-14
455,7.460298817700404e-14
456,7.724860943840347e-14
457,7.9601802818441e-14
458,8.169679570962977e-14
459,8.35601576632435e-14
460,8.521734860384252e-14
461,8.669131756979415e-14
462,8.800245518320475e-14
463,8.91691467515923e-14
464,9.020692044547596e-14
465,9.113008816450289e-14
466,9.195121744222123e-14
467,9.268165804781858e-14
468,9.3331371924268e-14
469,9.390934918653701e-14
470,9.442347657872633e-14
471,9.488080994559532e-14
472,9.52876308807703e-14
473,9.564951936625723e-14
474,9.597142284154114e-14
475,9.625776591739202e-14
476,9.651247166146403e-14
477,9.67389900179449e-14
478,9.694045611530334e-14
479,9.711963871044275e-14
480,9.727906995414887e-14
481,9.74209777802422e-14
482,9.754699362567873e-14
483,9.765885322292012e-14
484,9.775848579047004e-14
485,9.784752961744224e-14
486,9.792680311045851e-14
487,9.799718313767699e-14
488,9.805965092781359e-14
489,9.811528767234688e-14
490,9.816480955999544e-14
491,9.820880104755863e-14
492,9.824795779641978e-14
493,9.828276736551957e-14
494,9.831373526547618e-14
495,9.83412912611559e-14
496,9.836581788686785e-14
497,9.838765024172087e-14
498,9.840707217933048e-14
499,9.842434293311375e-14
