,y_obs
138,2.831077372475708e-12
139,2.782595652151801e-12
140,2.438511825323109e-12
141,2.053323881338475e-12
142,1.925058215114071e-12
143,1.560556337967914e-12
144,1.578095049242885e-12
145,1.2439451960748541e-12
146,1.2211266510218425e-12
147,1.1206057627068002e-12
148,8.959018251463946e-13
149,1.0432278016698472e-12
150,7.66284088252356e-13
151,7.165064217825677e-13
152,5.186563321423295e-13
153,4.974422670785629e-13
154,5.829950941122043e-13
155,3.170684848546796e-13
156,1.4106955797933042e-13
157,2.808770793965704e-13
158,1.9071654458936206e-13
159,2.8184239736908326e-13
160,2.745738377860928e-13
161,1.2204742557462759e-13
162,1.426574912440758e-13
163,6.372374853522392e-14
164,5.218473941656437e-14
165,1.454616668918977e-13
166,1.7214764111825292e-13
167,1.1583331813397432e-13
168,1.8168327823292527e-13
169,1.756903205754753e-13
170,6.111406585986162e-14
171,5.7535689329423695e-15
172,-3.9725017523965e-14
173,-7.579629202559224e-14
174,5.6761320493576635e-14
175,1.5761047527641192e-14
176,2.46225017254708e-13
177,4.2341231444159656e-14
178,-1.1415739813323464e-13
179,1.661242673494242e-13
180,-1.9359276855657077e-13
181,-1.159024551830209e-13
182,5.3124146361690235e-14
183,1.3439626918509846e-14
184,1.4050628701749718e-13
185,-1.3315579780827123e-13
186,-1.0905558951590523e-13
187,-4.98497581110146e-14
188,-3.3145440417669194e-14
189,-1.3519126724464347e-13
190,2.7509594456841677e-14
191,-5.3447437075102085e-14
192,-1.4211416157428646e-13
193,-8.503317576597844e-14
194,1.1454815446321924e-13
195,-3.9496273204069517e-14
196,-1.2858368930062274e-14
197,9.181110892027701e-14
198,3.141245471318751e-14
199,-1.0286326967891941e-13
200,-2.991833303420077e-14
201,-6.018693664068008e-14
202,1.7312025969403404e-14
203,-5.571115799002941e-14
204,1.0703921654908399e-13
205,-7.801408789683848e-14
206,-5.1453241086806565e-14
207,8.085780739003147e-15
208,1.9187461380707682e-13
209,7.950690351835008e-14
210,5.1940231722534654e-14
211,-5.407938380984018e-14
212,1.0489473066410351e-13
213,2.1122356773369944e-13
214,1.4638866087195008e-13
215,1.0189277539283213e-13
216,7.523178253644592e-14
217,-6.727337094992804e-14
218,4.4274726442151115e-14
219,6.911792805321186e-14
220,-2.7468264347164623e-14
221,1.9262800358447206e-13
222,4.127578612256627e-14
223,8.921472223144001e-14
224,2.2759284877241355e-14
225,-2.077524056001366e-13
226,-3.869131435157249e-14
227,-8.624125441082665e-15
228,1.1271559625787639e-13
229,2.4779691557962314e-14
230,1.2178142483702465e-14
231,2.99526273343505e-14
232,-1.566166336965329e-14
233,-7.400397806489704e-14
234,-1.2472710771833738e-13
235,2.4979489496802894e-14
236,5.813754830633513e-14
237,2.764112913551611e-13
238,3.9956465963628836e-14
239,6.687010737763523e-14
240,-2.7558425858716808e-14
241,5.006516066609279e-14
242,8.632152519409308e-14
243,-1.0514937196075163e-13
244,-1.391934442464749e-13
245,1.1540288258986123e-13
246,1.1820393692401581e-13
247,3.914566584185419e-14
248,-8.809708754586915e-14
249,2.9514801981867614e-14
250,8.578750587276883e-11
251,7.468721219532474e-11
252,6.51957901923753e-11
253,5.7705460179187176e-11
254,5.1438352529514484e-11
255,4.6103837473973864e-11
256,4.1746988241428945e-11
257,3.8120009765044225e-11
258,3.4756087057225487e-11
259,3.188093694197727e-11
260,2.960453427074987e-11
261,2.724679107692575e-11
262,2.5270618644079743e-11
263,2.354184222043387e-11
264,2.187505171074724e-11
265,2.049330818022655e-11
266,1.909412916139062e-11
267,1.803491199540173e-11
268,1.6684006284088166e-11
269,1.5750484054203726e-11
270,1.4773818930761896e-11
271,1.3835138156530813e-11
272,1.3064461587228729e-11
273,1.2277267939819213e-11
274,1.167340978851143e-11
275,1.1107558363449383e-11
276,1.0408723986903396e-11
277,9.89898889076743e-12
278,9.352967790598777e-12
279,8.797675745995157e-12
280,8.31309118178713e-12
281,7.891085806890527e-12
282,7.281080113713373e-12
283,7.291486897913631e-12
284,6.782706789133902e-12
285,6.407814359345961e-12
286,5.988952552898448e-12
287,5.991625170008411e-12
288,5.491522196303676e-12
289,5.246365538280546e-12
290,5.040025029182748e-12
291,4.841982073360737e-12
292,4.462511962052005e-12
293,4.419886014601829e-12
294,4.111984420450185e-12
295,4.048389155739534e-12
296,3.724289911431912e-12
297,3.517654736939609e-12
298,3.23236550675472e-12
299,3.197808400864322e-12
300,3.132293919391267e-12
301,3.007933410602653e-12
302,2.7794196390121872e-12
303,2.9362300663016877e-12
304,2.375429965093391e-12
305,2.42336887829467e-12
306,2.4644969421024746e-12
307,2.2752070695836887e-12
308,2.1324194573854583e-12
309,1.844326623213239e-12
310,1.9570044979900985e-12
311,1.7868533661368754e-12
312,1.7753242703107987e-12
313,1.777394767179599e-12
314,1.6012140827690289e-12
315,1.5031311523192738e-12
316,1.5558016009078618e-12
317,1.3918713505793342e-12
318,1.2625444305041932e-12
319,1.1738879236094532e-12
320,1.3190140897390773e-12
321,1.2607960188974518e-12
322,1.1849363999004545e-12
323,1.0775501208774405e-12
324,9.364066991955402e-13
325,9.379427900182352e-13
326,1.1200883787827208e-12
327,9.038084211946608e-13
328,9.250306056146192e-13
329,7.693707863128325e-13
330,7.941244126690251e-13
331,7.692901808818032e-13
332,7.160446453273913e-13
333,6.744216029804251e-13
334,6.312955214433509e-13
335,6.4665586344994e-13
336,7.310968172613343e-13
337,5.646100980313447e-13
338,5.551984301725728e-13
339,5.617807491750176e-13
340,5.221297617734673e-13
341,5.30602033549244e-13
342,5.118478987009213e-13
343,4.1611517734753236e-13
344,3.074993173777518e-13
345,3.917318309398616e-13
346,2.9476859701328675e-13
347,4.042625811231989e-13
348,3.895045810168368e-13
349,2.337989914846288e-13
350,2.746486000665113e-13
351,4.534538946615845e-13
352,2.5437840563333575e-13
353,2.3197851151760946e-13
354,1.319350513131291e-13
355,2.500108930285806e-13
356,3.252130290261629e-13
357,4.423746206170646e-13
358,3.507907241607587e-13
359,2.398228015917572e-13
360,3.038685769974963e-13
361,3.0265156562970593e-13
362,2.2041092296453073e-13
363,1.5837579840879016e-13
364,4.1860432193771833e-13
365,3.016796400129139e-13
366,4.0619833595067524e-14
367,2.2407594362644906e-14
368,2.0353957316160373e-13
369,2.8680263772501464e-14
370,6.963379603884168e-14
371,1.351574949601668e-13
372,-2.4103931844718945e-14
373,1.356217409902911e-13
374,1.988490385806412e-14
375,-5.7039203723974525e-11
376,-5.7544943011430944e-11
377,-5.61105764098719e-11
378,-5.409437429228644e-11
379,-5.232665643686658e-11
380,-5.015137906561805e-11
381,-4.831611378338794e-11
382,-4.607117925076798e-11
383,-4.420029369249267e-11
384,-4.202561612440746e-11
385,-3.995264969673394e-11
386,-3.764674434686195e-11
387,-3.5771882877679236e-11
388,-3.353419713284256e-11
389,-3.1432522239327046e-11
390,-2.9228004662930515e-11
391,-2.7333854798433342e-11
392,-2.5236651340006597e-11
393,-2.331774856871465e-11
394,-2.1661707455533374e-11
395,-1.980673697535573e-11
396,-1.8158601837212167e-11
397,-1.6713188559515485e-11
398,-1.5175889988820843e-11
399,-1.3596716242215813e-11
400,-1.2546127967800035e-11
401,-1.1443171556468578e-11
402,-1.0233567815247268e-11
403,-9.402142093467175e-12
404,-8.383897274672184e-12
405,-7.579163387637485e-12
406,-6.676057904224167e-12
407,-5.947527891192569e-12
408,-5.354005239068709e-12
409,-4.853605100803364e-12
410,-4.48411246498107e-12
411,-3.802340971043187e-12
412,-3.4634760856650596e-12
413,-3.2045953574306043e-12
414,-2.877443497531719e-12
415,-2.5310472718025687e-12
416,-2.1794885575649286e-12
417,-1.961892910325483e-12
418,-1.9631610672983113e-12
419,-1.6798207738983924e-12
420,-1.4913280289763442e-12
421,-1.273348813883173e-12
422,-1.0975376446531e-12
423,-9.78656126546107e-13
424,-9.189084175790881e-13
425,-8.265089811222006e-13
426,-6.633687443165696e-13
427,-6.365211648993735e-13
428,-6.084617437424561e-13
429,-4.648325924780306e-13
430,-5.476549641855333e-13
431,-4.266710232296048e-13
432,-2.1179481464224433e-13
433,-4.386622266612049e-13
434,-4.351187180833873e-13
435,-9.26828968579215e-14
436,-2.8036780933994286e-13
437,-2.136880149940095e-13
438,-7.726506161007338e-15
439,-2.0977372420347097e-13
440,-2.0693757113002741e-13
441,-6.324711811521905e-14
442,-1.3136675444523927e-13
443,-6.439644359510563e-14
444,-1.251205944467306e-13
445,-1.5538694293750933e-13
446,-4.2060360466710594e-14
447,-3.315886735339911e-14
448,-1.7631815808864324e-13
449,-1.2074910962443793e-13
450,-2.1649284334303148e-13
451,-1.1098979134112604e-14
452,-2.4128275654912997e-14
453,-6.658934766123246e-14
454,-8.575879509463226e-14
455,-2.136693780234264e-14
456,-7.854485199777393e-14
457,9.159831968006044e-14
458,-1.3766769829342125e-13
459,-1.4897325108508191e-13
460,1.9417265541403545e-13
461,-1.608126258037411e-13
462,-1.2565556484295246e-13
463,3.2512262102296215e-14
464,3.29845008676659e-14
465,6.432474567457598e-14
466,1.9560637991939438e-14
467,-3.015868619867393e-14
468,-5.535882153984208e-14
469,-7.446697731840564e-14
470,1.3431820684061458e-13
471,-3.232566662781846e-14
472,4.672962587797406e-14
473,1.921950396214898e-13
474,-3.042928588115666e-14
475,1.3725424281017297e-15
476,4.253386438355818e-14
477,-1.428597913908078e-13
478,4.337689841656026e-14
479,5.0104060541033395e-14
480,-1.1669282418581506e-13
481,-1.3915996933609981e-13
482,-5.0599740103422394e-14
483,-4.22320236883103e-14
484,-1.7273586817529824e-13
485,-3.671432946203256e-15
486,-7.724029961556588e-14
487,9.422151593390234e-15
488,-7.180603837969866e-14
489,-2.230599275005239e-13
490,7.21725772945973e-14
491,9.134273248702484e-14
492,-5.6704549540598113e-14
493,-1.5249861021499847e-13
494,-1.6779139431514502e-15
495,-2.4895563218753862e-14
496,-1.6732568353640737e-14
497,1.1733485174636755e-14
498,-2.076555581604716e-13
499,-1.0041517284498866e-13
