,y_obs
140,1.913755496857896e-11
141,1.7807562934441807e-11
142,1.6802837780916607e-11
143,1.5626681981460455e-11
144,1.4889144414733134e-11
145,1.3848727496471995e-11
146,1.3166420853278091e-11
147,1.2447952966258891e-11
148,1.1643498275706287e-11
149,1.1245783953399072e-11
150,1.0455987820939616e-11
151,9.923270679647589e-12
152,9.270188772186544e-12
153,8.819565537722831e-12
154,8.497919266745705e-12
155,7.848046094493136e-12
156,7.30846848641796e-12
157,7.104033655542513e-12
158,6.687726399989633e-12
159,6.4696782208284916e-12
160,6.169190989148844e-12
161,5.738444169969216e-12
162,5.494952678886525e-12
163,5.165221764460602e-12
164,4.915432830265669e-12
165,4.782303084657575e-12
166,4.593768526948934e-12
167,4.332815116357724e-12
168,4.2040442576041946e-12
169,4.0128846682459706e-12
170,3.722083048990522e-12
171,3.4989954402139777e-12
172,3.2938844792885153e-12
173,3.105831024786859e-12
174,3.0935576016989e-12
175,2.914520272477923e-12
176,3.01354337592059e-12
177,2.6846782886571845e-12
178,2.4087005541606106e-12
179,2.5751109543460385e-12
180,2.106593063112657e-12
181,2.0811779735828464e-12
182,2.1517462235334942e-12
183,2.0180220068119825e-12
184,2.0553858736103986e-12
185,1.6961546569412145e-12
186,-5.698631679024204e-11
187,-5.778336322841036e-11
188,-5.60207556235659e-11
189,-5.4292541508268805e-11
190,-5.223752882756387e-11
191,-5.036794194057752e-11
192,-4.8452960267249727e-11
193,-4.634587709245916e-11
194,-4.40565234928317e-11
195,-4.208811749934105e-11
196,-3.991908889377186e-11
197,-3.766110091902825e-11
198,-3.556906481315546e-11
199,-3.356376480903728e-11
200,-3.137636720604628e-11
201,-2.93293931979939e-11
202,-2.7223152407309044e-11
203,-2.5327047537330803e-11
204,-2.3264879691279792e-11
205,-2.162880423708189e-11
206,-1.9864026130641146e-11
207,-1.8157612878327306e-11
208,-1.641936104946598e-11
209,-1.5073259983960348e-11
210,-1.3738625844727248e-11
211,-1.257810636645971e-11
212,-1.1246394018901354e-11
213,-1.0058373199715214e-11
214,-9.129142997470018e-12
215,-8.262809487621256e-12
216,-7.457902987623319e-12
217,-6.8425515367964205e-12
218,-6.042365990188868e-12
219,-5.393879427088428e-12
220,-4.925149839834502e-12
221,-4.195498908891417e-12
222,-3.885781562687249e-12
223,-3.4246921418148112e-12
224,-3.1188191568675816e-12
225,-3.0148800821931103e-12
226,-2.545787641323452e-12
227,-2.2467591856543144e-12
228,-1.8845343841225965e-12
229,-1.756894126439329e-12
230,-1.5766912087957242e-12
231,-1.3865768400882335e-12
232,-1.2782462349198118e-12
233,-1.1990624306363886e-12
234,-1.1271563953021727e-12
235,-8.679785266275043e-13
236,-7.371574313444999e-13
237,-4.318353105828536e-13
238,-5.906354247309758e-13
239,-4.946114454820969e-13
240,-5.273666425064277e-13
241,-3.948597894527348e-13
242,-3.097006887835813e-13
243,-4.575752145381923e-13
244,-4.5289795713107837e-13
245,-1.6371160513364144e-13
246,-1.3022825132290057e-13
247,-1.8189502500010092e-13
