,y_obs
0,-1.5096796645233006e-11
1,-1.3614767181350277e-11
2,-1.2115445185370103e-11
3,-1.0887390220658406e-11
4,-9.404394387871134e-12
5,-8.519071160815332e-12
6,-7.46596572455872e-12
7,-6.494155538512247e-12
8,-5.850868092037214e-12
9,-5.162862094045705e-12
10,-4.540623885541584e-12
11,-4.0070768939369416e-12
12,-3.502007639362656e-12
13,-3.157117778070266e-12
14,-2.743040460939655e-12
15,-2.410481965544564e-12
16,-1.9756790220265375e-12
17,-1.8196172291455735e-12
18,-1.7153117995256397e-12
19,-1.3122594342498337e-12
20,-1.1566189027386213e-12
21,-1.1573968831263052e-12
22,-9.755108755680352e-13
23,-7.126870131505945e-13
24,-6.510250845045757e-13
25,-6.703000878516558e-13
26,-4.135209936643876e-13
27,-3.766506475658877e-13
28,-5.049976476757042e-13
29,-3.67236331955078e-13
30,-3.766566026915379e-13
31,-2.534806891543134e-13
32,-2.679283256016898e-13
33,-1.3291034085312063e-13
34,-3.617247152958378e-13
35,-1.5324852929291166e-13
36,-3.0886143098261627e-13
37,-3.6634389992374703e-13
38,4.0760097369287294e-14
39,5.179462816865085e-14
40,-5.6715968619406676e-14
41,-5.662173586888525e-14
42,-1.6433566218693867e-13
43,9.579975783233837e-14
44,1.340345024330757e-14
45,-7.531496185709781e-15
46,-5.99923083668726e-14
47,2.5137261918538943e-14
48,-5.895348576251296e-14
49,1.176474697316705e-13
50,-2.1665593752840675e-13
51,9.069239619452717e-14
52,8.549464467052661e-14
53,-7.864353224661827e-14
54,1.9465944692600705e-16
55,6.275049583001732e-14
56,-1.3679836002534048e-13
57,1.037264926684795e-13
58,3.2521166614934356e-14
59,1.9041975011721177e-14
60,-1.1811741255639042e-14
61,-1.1643291278802135e-13
62,-3.129825795736026e-14
63,-4.5512805152924315e-14
64,-3.838741862108236e-14
65,-6.215069003674064e-14
66,-5.996571453576165e-14
67,-1.6018428118585774e-13
68,5.423815607247745e-14
69,-7.966616513903678e-14
70,-9.063773376488008e-14
71,6.461273324357015e-14
72,-1.0607503584839387e-13
73,-1.6441011367882604e-13
74,-6.522129400183235e-15
75,-8.49085812456061e-14
76,1.324256576570334e-13
77,4.7747845796125647e-14
78,4.852705324683358e-14
79,5.179966238991734e-15
80,3.037651515614727e-14
81,1.260007565159271e-14
82,-9.295816752342093e-15
83,-2.3673132804100457e-14
84,1.0002612034496965e-14
85,-7.327721110515324e-14
86,1.2257131621996996e-13
87,-5.2021868020285703e-14
88,-1.836997350335655e-14
89,-3.466652643333409e-14
90,-7.3426573630253e-14
91,-1.0814057163390662e-13
92,1.2562498500260625e-13
93,-5.839465057145484e-14
94,1.5333473469805315e-13
95,1.1958569656170712e-13
96,-1.4031585674513487e-15
97,-8.689584328921207e-14
98,1.0795291725635428e-13
99,8.146450934965869e-15
100,-7.746070918969419e-14
101,-5.308865277494225e-14
102,-1.6377335075637845e-13
103,2.150679175762844e-13
104,1.3235285435647737e-13
105,-8.592511791220647e-14
106,1.6252597277115827e-13
107,-9.037945884282534e-14
108,6.322051517506332e-15
109,-1.1994804886765633e-13
110,6.3680574556573594e-15
111,9.014532285893756e-14
112,2.2565561858807072e-15
113,2.1411996389291806e-13
114,5.415108584204131e-16
115,3.869123439431397e-14
116,1.2736566862126493e-13
117,1.85653031484247e-13
118,-7.06352373634945e-16
119,1.0809632249297908e-14
120,1.7233144384380458e-13
121,-1.318887153739772e-13
122,2.3049491733731327e-13
123,-8.535954168634927e-14
124,8.900749084486082e-14
125,1.5698785193584644e-11
126,1.3935297894029251e-11
127,1.2048320277995496e-11
128,1.0435771111900706e-11
129,9.041396985676346e-12
130,8.09332199390411e-12
131,7.254072194326226e-12
132,6.133233623023667e-12
133,5.40891330088469e-12
134,5.082275136147843e-12
135,4.530122790037996e-12
136,3.736602248052628e-12
137,3.398295654289579e-12
138,3.0247716316382767e-12
139,2.6972947649900706e-12
140,2.5704688255028105e-12
141,2.0914311320835797e-12
142,1.897758396403137e-12
143,1.6899228051478135e-12
144,1.5370371614533236e-12
145,1.3586891117411497e-12
146,1.0714741673487638e-12
147,1.1135182814158048e-12
148,9.20777159254856e-13
149,6.495985480438049e-13
150,6.926794640410447e-13
151,7.084969715652046e-13
152,4.794959309509432e-13
153,3.9127725064706875e-13
154,5.632700284733539e-13
155,2.8128742512668287e-13
156,3.6984573264704837e-13
157,3.794481418418461e-13
158,3.140415627327511e-13
159,2.835246920676466e-13
160,2.5999035830651094e-13
161,2.0573671948874904e-13
162,2.2069990815527103e-13
163,7.692270638958641e-14
164,2.661834683520744e-13
165,6.412194151654961e-14
166,4.774679154637236e-14
167,2.43838954334312e-13
168,1.27316543565341e-13
169,7.77726005243744e-14
170,5.286346110645884e-14
171,1.7086439455197672e-13
172,7.765086382927353e-14
173,-2.934743530510942e-13
174,8.967039016903661e-14
175,6.79559833144996e-14
176,4.361246997420351e-14
177,6.863979356788461e-14
178,1.6809375928957214e-13
179,1.7742751481318583e-13
180,9.124671532464655e-15
181,1.2605718784782337e-14
182,1.0445433732106463e-13
183,1.0440959740889296e-13
184,-1.862384487870879e-14
185,-8.545615096618468e-14
186,-5.722027853552375e-14
187,-7.239589249762825e-15
188,-3.2551448356133214e-14
189,8.357914508036466e-14
190,1.610710007685908e-14
191,6.27112364990668e-14
192,-4.7354110832211645e-14
193,4.925525509384931e-14
194,-1.8241536823824487e-14
195,-6.89978503620149e-14
196,-9.98310247840585e-14
197,-4.73366949628014e-14
198,1.2668824605387555e-13
199,7.882674768487791e-15
200,-1.5207924674189368e-13
201,9.026412414085885e-14
202,-1.556722946139519e-14
203,-1.0939727813337766e-13
204,7.402694585803482e-14
205,1.7820659440656768e-13
206,1.0166507280060938e-14
